id,fluency,grammar,semantics,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
876,1.0,1.0,1.0,-3.897785902023315,-3.699663639068604,"[0.5966678261756897, 0.6569162607192993]","[0.6572251915931702, 0.7179478406906128]","[0.6254841685295105, 0.6860774159431458]","[0.5555555555555556, 0.6666666666666666]","[0.45454545454545453, 0.6]","[0.4999999950500001, 0.6315789423822715]","[0.25, 0.25]","[0.2, 0.18181818181818182]","[0.22222221728395072, 0.21052631091412755]","[0.3333333333333333, 0.5555555555555556]","[0.2727272727272727, 0.5]","[0.2999999950500001, 0.5263157844875347]","[0.43314500941619577, 0.45074722802506817]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.18267981467874683, 0.3007744862032322]",0.4801217267384057,0.7845197046718829,0.7986563975998789,0.04322692381482799,0.5421343420288632
877,2.0,1.6666666666666667,2.0,-5.013358116149902,-4.92703104019165,"[0.5922002792358398, 0.6317334175109863]","[0.6858972907066345, 0.7376053333282471]","[0.6356143355369568, 0.6805765628814697]","[0.42857142857142855, 0.5]","[0.5454545454545454, 0.7]","[0.479999995072, 0.5833333284722223]","[0.17647058823529413, 0.23529411764705882]","[0.3, 0.36363636363636365]","[0.22222221755829916, 0.28571428094387763]","[0.21428571428571427, 0.2857142857142857]","[0.2727272727272727, 0.4]","[0.23999999507200007, 0.33333332847222225]","[0.49975895870159087, 0.6050290486564996]","[8.726094729337945e-232, 8.726094729337945e-232]","[0.19051244603576223, 0.24890667295721935]",0.326361207945358,0.26194318415668905,0.24973375266118814,0.015518524602147506,0.17573182047334157
879,1.3333333333333333,1.0,2.0,-2.3001649379730225,-3.249572277069092,"[0.7118237018585205, 0.6447345614433289]","[0.7134749889373779, 0.6521711349487305]","[0.7126483917236328, 0.6484314799308777]","[0.8333333333333334, 0.8333333333333334]","[0.45454545454545453, 0.5]","[0.5882352895501731, 0.6249999953125001]","[0.6, 0.6]","[0.3, 0.2727272727272727]","[0.3999999955555556, 0.374999995703125]","[0.8333333333333334, 0.8333333333333334]","[0.45454545454545453, 0.5]","[0.5882352895501731, 0.6249999953125001]","[0.42456140350877203, 0.39349593495934965]","[0, 0]","[0.40428273400127823, 0.39949338156376957]",0.9404038563953288,0.9698933919298497,0.9690743487871192,0.010158528122661697,0.6497087562798769
880,3.0,3.0,1.6666666666666667,-3.3371357917785645,-2.718455076217652,"[0.8043199181556702, 0.7625766396522522]","[0.7608351707458496, 0.7228052616119385]","[0.7819734811782837, 0.7421585917472839]","[0.5555555555555556, 0.6666666666666666]","[0.45454545454545453, 0.6]","[0.4999999950500001, 0.6315789423822715]","[0.375, 0.5]","[0.3, 0.36363636363636365]","[0.33333332839506175, 0.42105262670360116]","[0.5555555555555556, 0.6666666666666666]","[0.45454545454545453, 0.6]","[0.4999999950500001, 0.6315789423822715]","[0.4766949152542372, 0.5447533344046279]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.4788419826429674, 0.46773055309430656]",0.7836461683124795,0.9584390907525057,0.9648717362326081,0.8564234086268676,0.9265780785373271
882,1.0,1.3333333333333333,1.3333333333333333,-2.5533246994018555,-3.226500988006592,"[0.36483073234558105, 0.4220138192176819, 0.4111332595348358]","[0.5003275871276855, 0.5226725339889526, 0.5134116411209106]","[0.4219687283039093, 0.4669804573059082, 0.4566151201725006]","[0.25925925925925924, 0.4444444444444444, 0.4444444444444444]","[0.25, 0.375, 0.41379310344827586]","[0.25454544954710745, 0.4067796560528584, 0.4285714235778062]","[0.047619047619047616, 0.11904761904761904, 0.16666666666666666]","[0.06451612903225806, 0.13513513513513514, 0.2]","[0.05479451566147538, 0.1265822735010417, 0.18181817685950424]","[0.25925925925925924, 0.4444444444444444, 0.4444444444444444]","[0.25, 0.375, 0.41379310344827586]","[0.25454544954710745, 0.4067796560528584, 0.4285714235778062]","[0.13729977116704806, 0.26842826682911974, 0.2736560770338919]","[5.587772457628148e-232, 5.587772457628148e-232, 5.587772457628148e-232]","[-0.06708827706843379, 0.030391647696917157, 0.03182291644539237]",0.3667984075345133,0.02161116318464418,0.10751569190750758,0.015406182969302396,0.04817767935381806
883,1.0,1.3333333333333333,1.0,-2.825459241867065,-3.563493490219116,"[0.3987232446670532, 0.4148867726325989, 0.4492926299571991]","[0.4098662734031677, 0.42142772674560547, 0.4229225814342499]","[0.40421798825263977, 0.41813164949417114, 0.4357089698314667]","[0.36363636363636365, 0.36363636363636365, 0.36363636363636365]","[0.14285714285714285, 0.125, 0.13793103448275862]","[0.20512820107823804, 0.18604650782044357, 0.19999999601250007]","[0.0625, 0.0625, 0.0625]","[0.03225806451612903, 0.02702702702702703, 0.02857142857142857]","[0.0425531869986424, 0.03773584484158111, 0.039215681968474136]","[0.36363636363636365, 0.36363636363636365, 0.36363636363636365]","[0.14285714285714285, 0.125, 0.13793103448275862]","[0.20512820107823804, 0.18604650782044357, 0.19999999601250007]","[0.09668508287292818, 0.10845986984815618, 0.10638297872340426]","[7.337741777064293e-232, 7.337741777064293e-232, 7.337741777064293e-232]","[-0.12508691349104417, -0.14304700433224782, -0.13185835159326253]",0.1554409033773487,0.0031629810500517987,0.18579316280325855,0.3714591387975396,0.18680509421695
884,1.3333333333333333,1.3333333333333333,1.3333333333333333,-2.18949294090271,-2.329607963562012,"[0.6888054609298706, 0.7491137981414795, 0.7318130731582642]","[0.7021905183792114, 0.7467446327209473, 0.7229583263397217]","[0.6954336166381836, 0.7479273080825806, 0.7273587584495544]","[0.7, 0.8, 0.8]","[0.75, 0.75, 0.8275862068965517]","[0.724137926040428, 0.7741935433922998, 0.8135593170353347]","[0.42857142857142855, 0.5142857142857142, 0.6]","[0.4838709677419355, 0.4864864864864865, 0.6]","[0.45454544956382, 0.4999999950038581, 0.5999999950000001]","[0.6333333333333333, 0.8, 0.8]","[0.6785714285714286, 0.75, 0.8275862068965517]","[0.6551724087990488, 0.7741935433922998, 0.8135593170353347]","[0.5308944392298711, 0.4993568304605093, 0.5263365711126905]","[9.72161026064145e-232, 9.72161026064145e-232, 9.72161026064145e-232]","[0.45634458555925206, 0.5171065738074088, 0.5086474580645302]",0.5175018319533835,0.20319046780522834,0.849126766926477,0.8856807824614201,0.6459993390643751
885,3.0,2.5,2.5,-1.8284555673599243,-2.112704038619995,"[0.7231584787368774, 0.7801588773727417, 0.7912153601646423]","[0.7552369832992554, 0.7996857762336731, 0.791257381439209]","[0.7388497591018677, 0.7898015975952148, 0.7912363409996033]","[0.8214285714285714, 0.8571428571428571, 0.7857142857142857]","[0.8214285714285714, 0.75, 0.7586206896551724]","[0.8214285664285714, 0.7999999950222222, 0.7719298195629424]","[0.5625, 0.59375, 0.625]","[0.5806451612903226, 0.5135135135135135, 0.5714285714285714]","[0.5714285664298314, 0.5507246327074145, 0.5970149203831588]","[0.7857142857142857, 0.8571428571428571, 0.75]","[0.7857142857142857, 0.75, 0.7241379310344828]","[0.7857142807142857, 0.7999999950222222, 0.736842100264697]","[0.6474847995827017, 0.5236076223730546, 0.5390181550327137]","[1.0901460182896916e-231, 1.0901460182896916e-231, 1.0901460182896916e-231]","[0.4906107396512489, 0.5684953918792774, 0.5494350669508005]",0.944700319779511,0.9762305182481303,0.9692279899503887,0.907673766400891,0.9510440915331367
886,2.5,2.5,2.5,-2.863273859024048,-3.2694363594055176,"[0.6315897703170776, 0.713718056678772, 0.6925045251846313]","[0.6064201593399048, 0.6495248675346375, 0.6374514102935791]","[0.6187491416931152, 0.6801100969314575, 0.6638385057449341]","[0.4782608695652174, 0.6956521739130435, 0.6956521739130435]","[0.39285714285714285, 0.5, 0.5517241379310345]","[0.4313725440676663, 0.5818181769520662, 0.6153846104511835]","[0.16666666666666666, 0.3333333333333333, 0.4583333333333333]","[0.12903225806451613, 0.21621621621621623, 0.3142857142857143]","[0.14545454053553736, 0.2622950771943027, 0.37288135110600407]","[0.43478260869565216, 0.6086956521739131, 0.6521739130434783]","[0.35714285714285715, 0.4375, 0.5172413793103449]","[0.3921568577931565, 0.5090909042247935, 0.5769230719896451]","[0.17094017094017094, 0.3058984910836763, 0.3182912396783131]","[7.992219124248642e-232, 7.992219124248642e-232, 7.992219124248642e-232]","[0.18145643288343027, 0.235788253289285, 0.2633086562564412]",0.5154655965711271,0.23290584309412096,0.582176040915064,0.47965113782215396,0.4315776739437796
887,3.0,3.0,1.0,-2.0800557136535645,-1.6919867992401123,"[0.7397031188011169, 0.8298541307449341, 0.7837482690811157]","[0.5231515169143677, 0.5529870986938477, 0.5453224778175354]","[0.6128604412078857, 0.6637040376663208, 0.6431494355201721]","[0.8571428571428571, 1.0, 1.0]","[0.21428571428571427, 0.21875, 0.2413793103448276]","[0.3428571396571429, 0.35897435602892835, 0.38888888575617286]","[0.3333333333333333, 0.6666666666666666, 1.0]","[0.06451612903225806, 0.10810810810810811, 0.17142857142857143]","[0.10810810539079627, 0.186046509226609, 0.29268292433075555]","[0.5714285714285714, 1.0, 1.0]","[0.14285714285714285, 0.21875, 0.2413793103448276]","[0.2285714253714286, 0.35897435602892835, 0.38888888575617286]","[0.09036144578313253, 0.1112742080590937, 0.10899814471243045]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[-0.0655116234388502, -0.01386546136817679, 0.023476581047588874]",0.9655853869075056,0.9742316399321578,0.9754690747889262,0.9645624218341529,0.9714210455184124
888,1.5,2.5,2.0,-1.5125092267990112,-2.1579039096832275,"[0.632757306098938, 0.6895817518234253, 0.7229973077774048]","[0.6995457410812378, 0.7627533674240112, 0.782446026802063]","[0.6644774675369263, 0.7243243455886841, 0.7515478730201721]","[0.625, 0.8125, 0.75]","[0.7142857142857143, 0.8125, 0.8275862068965517]","[0.6666666616888889, 0.812499995, 0.786885240913733]","[0.34210526315789475, 0.4473684210526316, 0.5]","[0.41935483870967744, 0.4594594594594595, 0.5428571428571428]","[0.3768115892543584, 0.4533333283342223, 0.5205479402139239]","[0.59375, 0.75, 0.75]","[0.6785714285714286, 0.75, 0.8275862068965517]","[0.6333333283555557, 0.749999995, 0.786885240913733]","[0.4166666666666667, 0.43778253628360686, 0.4426536239495798]","[7.073675849566084e-232, 7.073675849566084e-232, 0]","[0.30754782161291117, 0.4016535474422661, 0.4784027265793228]",0.7561317779814308,0.9799099059404474,0.9805974748030354,0.040417755291299096,0.6669750453449272
889,2.333333333333333,2.6666666666666665,2.333333333333333,-2.366230010986328,-2.535438776016236,"[0.662641167640686, 0.7401695251464844, 0.7868010401725769]","[0.6641788482666016, 0.7152701616287231, 0.7565193772315979]","[0.6634091138839722, 0.7275068163871765, 0.7713631391525269]","[0.5, 0.6785714285714286, 0.7142857142857143]","[0.5, 0.59375, 0.6896551724137931]","[0.4999999950000001, 0.6333333283555557, 0.7017543809664513]","[0.20689655172413793, 0.3448275862068966, 0.4482758620689655]","[0.1935483870967742, 0.2702702702702703, 0.37142857142857144]","[0.19999999500555568, 0.303030298103765, 0.4062499950439454]","[0.42857142857142855, 0.6071428571428571, 0.7142857142857143]","[0.42857142857142855, 0.53125, 0.6896551724137931]","[0.4285714235714286, 0.5666666616888889, 0.7017543809664513]","[0.2761419167044173, 0.3368931269742249, 0.3864241315726861]","[8.90735602648238e-232, 8.90735602648238e-232, 7.490163752058132e-232]","[0.2463728770963255, 0.3596559186439262, 0.46817437192841016]",0.9128869198544536,0.9801632421323635,0.9734705679230514,0.899381065417311,0.9510049584909086
891,2.333333333333333,1.3333333333333333,1.0,-3.951078176498413,-4.204886436462402,"[0.586350679397583, 0.5575653314590454, 0.5546523928642273]","[0.6096593141555786, 0.6066445112228394, 0.5667237639427185]","[0.5977778434753418, 0.5810704231262207, 0.5606231093406677]","[0.5, 0.14285714285714285, 0.2857142857142857]","[0.4375, 0.25, 0.3076923076923077]","[0.46666666168888893, 0.18181817719008275, 0.2962962913031551]","[0.17647058823529413, 0.058823529411764705, 0.11764705882352941]","[0.1875, 0.14285714285714285, 0.15384615384615385]","[0.18181817682277332, 0.08333332920138908, 0.1333333284222224]","[0.42857142857142855, 0.14285714285714285, 0.2857142857142857]","[0.375, 0.25, 0.3076923076923077]","[0.3999999950222222, 0.18181817719008275, 0.2962962913031551]","[0.2939399171270718, 0.15, 0.24155844155844158]","[1.1484186507842885e-231, 1.0377133938315695e-231, 1.1484186507842885e-231]","[0.1702512060632595, 0.12809687687932647, 0.1436832931913825]",0.0633055806922516,0.29406750393194553,0.2424702086532007,0.8007344862402147,0.4457573996084537
892,2.333333333333333,2.333333333333333,1.0,-8.484274864196777,-7.149974346160889,"[0.4781564176082611, 0.49715885519981384, 0.44295042753219604]","[0.4615873694419861, 0.4734308123588562, 0.4177030920982361]","[0.4697258472442627, 0.48500481247901917, 0.42995643615722656]","[0.375, 0.125, 0.125]","[0.1875, 0.125, 0.07692307692307693]","[0.2499999955555556, 0.1249999950000002, 0.0952380905215422]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.375, 0.125, 0.125]","[0.1875, 0.125, 0.07692307692307693]","[0.2499999955555556, 0.1249999950000002, 0.0952380905215422]","[0.11695906432748539, 0.1111111111111111, 0.06944444444444445]","[1.0518351895246305e-231, 1.0518351895246305e-231, 1.0518351895246305e-231]","[-0.07598584352196647, -0.04294868778516059, -0.11148371585010386]",0.0124151764726678,0.051364872282967294,0.10258598208194897,0.029448921326645422,0.0611332585638539
893,1.3333333333333333,2.0,2.0,-3.340628147125244,-2.85038161277771,"[0.6807344555854797, 0.6889461278915405, 0.7129120826721191]","[0.6501192450523376, 0.7144034504890442, 0.6787075400352478]","[0.6650747060775757, 0.7014438509941101, 0.6953893899917603]","[0.6666666666666666, 0.5555555555555556, 0.6666666666666666]","[0.375, 0.625, 0.46153846153846156]","[0.47999999539200017, 0.5882352891349482, 0.5454545406198348]","[0.3333333333333333, 0.2222222222222222, 0.2222222222222222]","[0.1875, 0.2857142857142857, 0.15384615384615385]","[0.2399999953920001, 0.24999999507812506, 0.18181817698347122]","[0.5555555555555556, 0.3333333333333333, 0.6666666666666666]","[0.3125, 0.375, 0.46153846153846156]","[0.399999995392, 0.35294117148788934, 0.5454545406198348]","[0.40597904624277453, 0.5555555555555555, 0.43472183393905506]","[1.1896457329133973e-231, 1.0003688322288243e-231, 1.1896457329133973e-231]","[0.35312301146548186, 0.44166266742717586, 0.3282224326162041]",0.1393139987796652,0.9176858800101781,0.9428523567871946,0.03830859599906675,0.6329489442654799
894,2.0,2.0,1.3333333333333333,-4.405956268310547,-3.486729383468628,"[0.7070424556732178, 0.6663436889648438, 0.7480829954147339]","[0.6998291015625, 0.6966133117675781, 0.7548887133598328]","[0.7034173011779785, 0.6811423897743225, 0.7514705061912537]","[0.5833333333333334, 0.4166666666666667, 0.5833333333333334]","[0.4375, 0.625, 0.5384615384615384]","[0.4999999951020409, 0.4999999952000001, 0.559999995008]","[0.36363636363636365, 0.18181818181818182, 0.36363636363636365]","[0.25, 0.2857142857142857, 0.3076923076923077]","[0.2962962914677641, 0.2222222174691359, 0.3333333283680556]","[0.5833333333333334, 0.25, 0.5833333333333334]","[0.4375, 0.375, 0.5384615384615384]","[0.4999999951020409, 0.29999999520000004, 0.559999995008]","[0.4285714285714286, 0.5437352245862884, 0.5067567567567567]","[1.1409851298103347e-231, 1.1409851298103347e-231, 1.1409851298103347e-231]","[0.48715074912372347, 0.32328825087025315, 0.5341349539610123]",0.0270666907592655,0.709584391991639,0.5348272659865947,0.7934019665330633,0.6792712081704323
895,1.6666666666666667,1.6666666666666667,2.0,-4.007015228271484,-3.747225761413574,"[0.6678977012634277, 0.7022839188575745, 0.7264432907104492]","[0.6926693916320801, 0.7739653587341309, 0.7415860295295715]","[0.6800580620765686, 0.7363843321800232, 0.733936607837677]","[0.42857142857142855, 0.42857142857142855, 0.42857142857142855]","[0.375, 0.75, 0.46153846153846156]","[0.3999999950222222, 0.5454545408264463, 0.4444444394513032]","[0.15384615384615385, 0.23076923076923078, 0.23076923076923078]","[0.125, 0.42857142857142855, 0.23076923076923078]","[0.13793102953626654, 0.29999999545000006, 0.2307692257692309]","[0.35714285714285715, 0.2857142857142857, 0.35714285714285715]","[0.3125, 0.5, 0.38461538461538464]","[0.33333332835555557, 0.36363635900826446, 0.3703703653772291]","[0.356638418079096, 0.6611394557823128, 0.4231292517006803]","[9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232]","[0.4163798716555539, 0.45118729070389796, 0.4383700435502066]",0.0215561389072691,0.0612310568686655,0.06380926339879688,0.0017441316095353847,0.04226148395899925
896,1.3333333333333333,2.0,1.6666666666666667,-2.4905569553375244,-2.758157968521118,"[0.6742596626281738, 0.6763616800308228, 0.6850541830062866]","[0.5539391040802002, 0.6328427791595459, 0.5483688116073608]","[0.6082057952880859, 0.653878927230835, 0.6091378927230835]","[0.5714285714285714, 0.5714285714285714, 0.5714285714285714]","[0.25, 0.5, 0.3076923076923077]","[0.34782608272211724, 0.5333333283555556, 0.3999999954500001]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.125, 0.2857142857142857, 0.15384615384615385]","[0.18181817785123974, 0.3076923027218935, 0.21052631146814413]","[0.5714285714285714, 0.5714285714285714, 0.5714285714285714]","[0.25, 0.5, 0.3076923076923077]","[0.34782608272211724, 0.5333333283555556, 0.3999999954500001]","[0.3006535947712418, 0.5011235955056179, 0.3118881118881119]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[0.2947952092308761, 0.4257092502565202, 0.2790075226429729]",0.883006798183206,0.9162321474282412,0.9626323284334422,0.2903886995722046,0.723084391811296
897,2.0,1.6666666666666667,2.6666666666666665,-2.728839635848999,-2.798142671585083,"[0.6661456823348999, 0.6997450590133667, 0.6536390781402588]","[0.6346505880355835, 0.7427934408187866, 0.6144241094589233]","[0.6500168442726135, 0.7206268906593323, 0.633425235748291]","[0.6363636363636364, 0.6363636363636364, 0.6363636363636364]","[0.4375, 0.875, 0.5384615384615384]","[0.5185185136899864, 0.7368421003878117, 0.5833333283680556]","[0.18181818181818182, 0.5454545454545454, 0.45454545454545453]","[0.125, 0.8571428571428571, 0.38461538461538464]","[0.14814814331961607, 0.6666666619135801, 0.4166666617013889]","[0.5454545454545454, 0.6363636363636364, 0.45454545454545453]","[0.375, 0.875, 0.38461538461538464]","[0.44444443961591223, 0.7368421003878117, 0.4166666617013889]","[0.36071428571428577, 0.7435953104646114, 0.42884721456150027]","[9.594503055152632e-232, 9.594503055152632e-232, 9.594503055152632e-232]","[0.30401216095978123, 0.37596805301496394, 0.34365701870588616]",0.8566712541135617,0.9245422151943758,0.9230384479969321,0.031079381558841226,0.6262200149167164
