id,src,sys,refs,ref,informativeness,naturalness,quality
832,"inform(name='jasmine garden',kids_allowed=yes,price_range=expensive,food=vietnamese)",Jasmine garden is a expensively priced vietnamese restaurant that allows children .,['Jasmine garden is an expensive vietnamese restaurant that allows kid -s .'],Jasmine garden is an expensive vietnamese restaurant that allows kid -s .,5.0,4.0,3.0
833,"inform(name='jasmine garden',near='duboce triangle')",Jasmine garden is near duboce triangle .,['Jasmine garden is near duboce triangle .'],Jasmine garden is near duboce triangle .,3.0,5.0,3.0
834,"inform(name='jasmine garden',price_range=expensive,good_for_meal=lunch)",Jasmine garden is in the expensive price range and it is good for lunch .,"['Jasmine garden is an expensive restaurant that is good for lunch', 'Jasmine garden is an expensive restaurant that serves lunch .']",Jasmine garden is an expensive restaurant that is good for lunch,6.0,6.0,6.0
835,"inform(name='jasmine garden',price_range=expensive,kids_allowed=yes)",Jasmine garden is expensive and allows children .,"['Jasmine garden is expensive and allows child -s .', 'Jasmine garden is expensive and allows child -s']",Jasmine garden is expensive and allows child -s .,6.0,5.0,5.0
836,"inform(name='kappa japanese restaurant',area='lower pacific heights',kids_allowed=no)",Kappa japanese restaurant is in the area of lower pacific heights and it does not allow children .,['Kappa japanese restaurant is the lower pacific heights area does not allow kid -s'],Kappa japanese restaurant is the lower pacific heights area does not allow kid -s,6.0,5.0,3.0
837,"inform(name='kappa japanese restaurant',good_for_meal=dinner,area='lower pacific heights',price_range=moderate)","Kappa japanese restaurant is good for dinner , it is moderately priced , and it is in lower pacific heights .",['I have found the kappa japanese restaurant that is good for dinner and is located in the lower pacific heights as well as being priced moderate -ly .'],I have found the kappa japanese restaurant that is good for dinner and is located in the lower pacific heights as well as being priced moderate -ly .,5.0,5.0,5.0
838,"inform(name='kappa japanese restaurant',near='lower pacific heights or japantown',address='1700 post street suite k',phone='4156736004')",Kappa japanese restaurant is near lower pacific heights or japantown hill at 1700 post street suite k. the phone number is 4156736004 .,['The address to the kappa japanese restaurant near the lower pacific heights or japantown is 1700 post street suite k and the phone number is 4156736004 .'],The address to the kappa japanese restaurant near the lower pacific heights or japantown is 1700 post street suite k and the phone number is 4156736004 .,6.0,5.0,4.0
839,"inform(name='kiss seafood',address='1700 laguna street')",The address for kiss seafood is 1700 laguna street .,"['The address for kiss seafood is 1700 laguna street', ""Kiss seafood 's address is 1700 laguna street ."", 'Kiss seafood address is 1700 laguna street']",The address for kiss seafood is 1700 laguna street,6.0,6.0,6.0
840,"inform(name='kiss seafood',area='little osaka')",Kiss seafood is in the little osaka hill area .,['Kiss seafood is a nice restaurant in the little osaka area'],Kiss seafood is a nice restaurant in the little osaka area,5.0,5.0,3.0
841,"inform(name='kiss seafood',area='little osaka',kids_allowed=no,good_for_meal=dinner)",Kiss seafood is a good restaurant for dinner in the little osaka and does not allow kids .,['Kiss seafood is located in little osaka that is good for dinner . Childe-s are not admitted .'],Kiss seafood is located in little osaka that is good for dinner . Childe-s are not admitted .,6.0,5.0,3.0
842,"inform(name='kiss seafood',near='lower pacific heights or japantown',address='1700 laguna street',phone='4154742866')",Kiss seafood is near lower pacific heights or japantown hill at 1700 laguna street . The phone number is 4154742866 .,['Kiss seafood is near the lower pacific heights and japantown area -s. the address is 1700 laguna street . The phone number is 4154742866'],Kiss seafood is near the lower pacific heights and japantown area -s. the address is 1700 laguna street . The phone number is 4154742866,5.0,5.0,5.0
843,"inform(name='kiss seafood',phone='4154742866')",The phone number for kiss seafood is 4154742866 .,"['Kiss seafood number is 4154742866 .', ""Kiss seafood 's phone number is 4154742866""]",Kiss seafood number is 4154742866 .,6.0,6.0,5.0
844,"inform(name='kiss seafood',price_range=expensive)",Kiss seafood is in the expensive price range .,['Kiss seafood is expensive .'],Kiss seafood is expensive .,6.0,5.0,5.0
845,"inform(name='kiss seafood',price_range=expensive,near='lower pacific heights')",Kiss seafood is a expensive restaurant near lower pacific heights .,['Kiss seafood is an expensive restaurant close to lower pacific heights'],Kiss seafood is an expensive restaurant close to lower pacific heights,5.0,3.0,4.0
846,"inform(name='la briciola',area='hayes valley or financial district south',address='489 third street')",La briciola is in the hayes valley or financial district south hill area and the address is 489 third street .,"['La briciola is in hayes valley or financial district south , its address is 489 third street .', 'La briciola is located in the hayes valley or financial district south and the address is 489 third street .', 'La briciola is in the hayes valley or financial district south area and the address is 489 third street .']","La briciola is in hayes valley or financial district south , its address is 489 third street .",6.0,5.0,5.0
847,"inform(name='la briciola',kids_allowed=no,near='mission bay',good_for_meal=dinner)",La briciola is near mission bay and does not allow kids for dinner .,"['La briciola is near mission bay , allows child -s and is a good for dinner .', 'La briciola serves good dinner near mission bay and does not allow child -s .', 'La briciola is a nice restaurant that does not allow child -s and is near mission bay and is good for dinner .']","La briciola is near mission bay , allows child -s and is a good for dinner .",4.0,3.0,2.0
848,"inform(name='la ciccia',address='291 30th street',price='between 15 and 22 euro')","The name is la ciccia , address is 291 30th street , and the price is between 15 and 22 euro .","['Address of restaurant la ciccia , 291 30th street . Price range between 15 and 22 euro']","Address of restaurant la ciccia , 291 30th street . Price range between 15 and 22 euro",6.0,4.0,3.0
849,"inform(name='la ciccia',area='bernal heights',price_range=moderate)",La ciccia is a moderate restaurant in the bernal heights area .,['La ciccia is a moderate price restaurant in bernal heights'],La ciccia is a moderate price restaurant in bernal heights,5.0,5.0,4.0
850,"inform(name='la mediterranee',address='2210 fillmore street',phone='4159212956')",The address of la mediterranee is 2210 fillmore street and the phone number is 4159212956 .,"[""La mediterranee 's address is 2210 fillmore street and phone is 4159212956"", ""La mediterranee 's address is 2210 fillmore street , and their phone number is 4159212956""]",La mediterranee 's address is 2210 fillmore street and phone is 4159212956,4.0,4.0,4.0
851,"inform(name='la mediterranee',food='middle eastern',kids_allowed=no,price_range=cheap)",La mediterranee is a nice restaurant that serves middle eastern food in the cheap price range and it does not allow children .,"['I have just the restaurant for you . It is called la mediterranee , it serves cheap middle eastern food and child -s are not allowed .']","I have just the restaurant for you . It is called la mediterranee , it serves cheap middle eastern food and child -s are not allowed .",6.0,4.0,3.0
852,"inform(name='la mediterranee',good_for_meal=lunch,kids_allowed=no,price_range=cheap)","La mediterranee is in the cheap price range , does not allow children and is good for lunch .","['La mediterranee is cheap , does not allow child -s , and is good for lunch', 'La mediterranee is a nice restaurant that is good for lunch , does not allow child -s and is cheap -ly priced .']","La mediterranee is cheap , does not allow child -s , and is good for lunch",6.0,4.0,4.0
853,"inform(name='la mediterranee',good_for_meal=lunch,kids_allowed=no,price_range=cheap)","La mediterranee is in the cheap price range , does not allow children , and is good for lunch .","['La mediterranee is cheap , does not allow child -s , and is good for lunch', 'La mediterranee is a nice restaurant that is good for lunch , does not allow child -s and is cheap -ly priced .']","La mediterranee is cheap , does not allow child -s , and is good for lunch",6.0,6.0,6.0
854,"inform(name='la mediterranee',good_for_meal='lunch or dinner')",La mediterranee is a good restaurant for lunch or dinner .,['La mediterranee is well known for its lunch and dinner .'],La mediterranee is well known for its lunch and dinner .,5.0,5.0,5.0
855,"inform(name='la mediterranee',near='pacific heights',good_for_meal=lunch)",La mediterranee near pacific heights is good for lunch .,['La mediterranee near pacific heights good for lunch'],La mediterranee near pacific heights good for lunch,6.0,6.0,5.0
856,"inform(name='la mediterranee',phone='4159212956')",The phone number for la mediterranee is 4159212956 .,"['The best way to communicate with la mediterranee is by telephone , and their phone number is 4159212956', 'The phone number for la mediterranee is 4159212956 .', 'The phone number for la mediterranee is 4159212956', 'La mediterranee phone 4159212956']","The best way to communicate with la mediterranee is by telephone , and their phone number is 4159212956",6.0,6.0,5.0
857,"inform(name='la mediterranee',price='15 euro')",The price of la mediterranee is 15 euro .,"['La mediterranee is priced around 15 euro', 'La mediterranee is priced at 15 euro .']",La mediterranee is priced around 15 euro,6.0,5.0,5.0
858,"inform(name='la traviata',address='2854 mission street',phone='4152820500')",The address of la traviata is 2854 mission street and the phone number is 4152820500 .,"['The address of la traviata is 2854 mission street , and their phone number is 4152820500', 'La traviata is on 2854 mission street , number is 4152820500']","The address of la traviata is 2854 mission street , and their phone number is 4152820500",5.0,4.0,5.0
859,"inform(name='la traviata',kids_allowed=yes,good_for_meal=dinner,area='mission district')","La traviata is a nice restaurant in the mission district areas , allows kids , and is good for dinner .","['La traviata allows child -s and is also in the mission district , serving dinner .', 'La traviata allows kid -s and is good for dinner on mission district .']","La traviata allows child -s and is also in the mission district , serving dinner .",5.0,5.0,5.0
860,"inform(name='la traviata',price_range=moderate)",La traviata is in the moderate price range .,"[""La traviata 's price range is moderate ."", 'La traviata is in the moderate price range .', 'La traviata is moderate -ly priced', 'La traviata is moderate -ly priced .', 'The la traviata restaurant has moderate price -s , too .']",La traviata 's price range is moderate .,6.0,6.0,4.0
